Time,Temp,Pressure,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
1629888796.2225928,23.4140625,1027.4724324821739,0,-1792,15136,132,128,227,0,0,0
1629888797.7346234,23.40625,1027.0545607837162,192,-1888,14336,134,5,141,0,0,0
1629888799.2461069,23.40625,1027.2828382545954,16,-1968,14392,146,293,164,0,0,0
1629888800.7581193,23.4140625,1027.2441479812248,0,-1920,14336,256,-256,288,0,0,0
1629888802.2702367,23.40625,1027.2828382545954,400,-1920,14864,323,5,257,0,0,0
1629888803.78279,23.4375,1027.093244027017,8,-2048,14336,-255,90,4,0,0,0
1629888805.2951605,23.4140625,1027.2828382545954,0,-2048,15200,48,-240,17,0,0,0
1629888806.8074565,23.4453125,1027.2828382545954,0,-1728,14368,6,-438,208,0,0,0
1629888808.3197536,23.4140625,1027.2828382545954,32,-1792,15192,66,-380,-254,0,0,0
1629888809.8334863,23.40625,1027.2828382545954,0,-1920,15280,8,3,-502,0,0,0
1629888811.3456824,23.4140625,1027.4724324821739,320,-2040,15240,64,-411,-252,0,0,0
1629888812.8583748,23.421875,1027.093244027017,0,-1736,14416,33,256,-383,0,0,0
1629888814.3704095,23.40625,1027.1319272703176,200,-3776,15104,18,21,104,0,0,0
1629888815.882959,23.4375,1027.1319272703176,40,-2048,14448,18,-512,166,0,0,0
1629888817.395019,23.453125,1027.1319272703176,32,-1904,15048,144,-223,6,0,0,0
1629888818.9070408,23.4453125,1027.1319272703176,32,-2048,14336,192,0,-349,0,0,0
1629888820.4181354,23.4453125,1027.1319272703176,0,-2048,14408,64,-246,132,0,0,0
1629888821.9302168,23.4453125,1026.9423260126694,0,-2048,14464,0,-752,2,0,0,0
1629888823.441937,23.4453125,1027.1319272703176,16,-1792,14992,68,-698,0,0,0,0
1629888824.953622,23.4296875,1027.1706105136184,96,-1920,15112,0,48,0,0,0,0
1629888826.4652936,23.4453125,1027.1706105136184,0,-2016,14352,42,73,-339,0,0,0
1629888827.9744885,23.453125,1027.3602188013365,96,-2040,14336,-120,-368,17,0,0,0
1629888829.4862847,23.4375,1027.321528527966,0,-2040,14880,0,93,9,0,0,0
1629888830.9978113,23.4453125,1027.1706105136184,168,-2008,14336,147,260,72,0,0,0
1629888832.5104108,23.4296875,1027.3602188013365,96,-1920,14336,251,-250,281,0,0,0
1629888834.0226061,23.4140625,1027.1706105136184,0,-2032,14952,76,152,-508,0,0,0
1629888835.5349233,23.4609375,1027.1706105136184,352,-1792,15104,-72,40,32,0,0,0
1629888837.0596917,23.453125,1027.3602188013365,144,-3744,14336,272,-1006,324,0,0,0
1629888838.5734365,23.453125,1027.1706105136184,48,-2040,14400,3,-976,70,0,0,0
1629888840.0857015,23.4609375,1026.9810022259003,72,-1920,14960,33,133,256,0,0,0
1629888841.5949652,23.4609375,1027.1706105136184,48,-1856,14928,136,-308,139,0,0,0
1629888843.1070738,23.4375,1027.2092937569191,136,-1792,14992,0,-507,96,0,0,0
1629888844.6194105,23.4765625,1027.2092937569191,576,-2024,14336,256,9,0,0,0,0
1629888846.1317413,23.46875,1027.2092937569191,0,-2040,15360,256,-768,3,0,0,0
1629888847.6436603,23.4765625,1027.2092937569191,128,-1960,15136,324,-384,128,0,0,0
1629888849.1559103,23.5,1027.2092937569191,8,-2048,15040,21,-640,262,0,0,0
1629888850.6686254,23.484375,1027.2092937569191,16,-1968,14336,33,-478,39,0,0,0
1629888852.1806962,23.4609375,1027.0196784391312,32,-2040,15112,256,-412,70,0,0,0
1629888853.692786,23.5,1027.0196784391312,64,-1984,14992,74,-496,8,0,0,0
1629888855.2049282,23.4453125,1027.2092937569191,0,-1712,15232,512,132,129,0,0,0
1629888856.7172391,23.453125,1027.2092937569191,192,-1728,14480,258,64,64,0,0,0
1629888858.2295043,23.4453125,1027.24797700022,224,-2048,14560,1,7,136,0,0,0
1629888859.742099,23.5078125,1027.2092937569191,480,-2040,15104,67,145,-192,0,0,0
1629888861.2541978,23.453125,1027.2092937569191,0,-2048,14336,1,35,65,0,0,0
1629888862.7669706,23.484375,1027.0196784391312,96,-1904,15104,2,16,-350,0,0,0
1629888864.2792988,23.4921875,1027.24797700022,16,-1992,14384,2,580,168,0,0,0
1629888865.79139,23.5078125,1027.24797700022,8,-2032,15104,259,-255,49,0,0,0
1629888867.3042333,23.4921875,1027.2092937569191,144,-2048,14336,160,128,354,0,0,0
1629888868.8168113,23.4921875,1027.24797700022,576,-4096,14656,0,-960,645,0,0,0
1629888870.3294952,23.46875,1027.0583546523621,8,-1984,15240,260,13,-253,0,0,0
1629888871.8415074,23.4921875,1027.24797700022,0,-2000,14928,-188,548,-35,0,0,0
1629888873.3507683,23.4921875,1027.24797700022,32,-2040,14416,289,1,256,0,0,0
1629888874.8635678,23.484375,1027.4375993480778,200,-1976,15112,100,-375,280,0,0,0
1629888876.3764303,23.46875,1027.0583546523621,8,-2000,15232,-126,230,-124,0,0,0
1629888877.8887105,23.5,1027.0583546523621,160,-1784,14976,63,592,-80,0,0,0
1629888879.4016478,23.515625,1027.0583546523621,136,-1856,14352,-128,128,160,0,0,0
1629888880.914103,23.484375,1027.2866602435208,0,-2040,15144,15,258,20,0,0,0
1629888882.427154,23.484375,1027.2866602435208,40,-1856,15152,-300,84,134,0,0,0
1629888883.9395795,23.4921875,1027.2866602435208,160,-1952,14856,8,28,65,0,0,0
1629888885.4516747,23.5,1027.097030865593,480,-2048,14504,4,0,4,0,0,0
1629888886.963544,23.484375,1027.097030865593,0,-2048,14960,512,38,8,0,0,0
1629888888.4756584,23.4765625,1027.2866602435208,-496,-2048,15368,74,-256,-250,0,0,0
1629888889.9875653,23.5390625,1027.2866602435208,136,-1920,15144,320,-222,64,0,0,0
1629888891.4992864,23.5234375,1027.097030865593,0,-2008,15064,80,-384,203,0,0,0
1629888893.0114942,23.5078125,1027.3253434868216,0,-1856,14336,-120,-476,-216,0,0,0
1629888894.5230238,23.5390625,1027.097030865593,24,-1968,15248,405,42,0,0,0,0
1629888896.034965,23.515625,1027.097030865593,64,-1968,14344,-412,0,1,0,0,0
1629888897.544503,23.5234375,1027.3253434868216,192,-1920,14984,54,-768,0,0,0,0
1629888899.055969,23.5390625,1027.097030865593,64,-2032,15000,113,58,0,0,0,0
1629888900.5693643,23.5390625,1027.2866602435208,0,-1888,14352,96,-379,106,0,0,0
1629888902.0824208,23.5078125,1026.9460706708267,32,-2032,14400,480,-888,-44,0,0,0
1629888903.5915935,23.515625,1027.135707078824,72,-1808,15128,2,-416,106,0,0,0
1629888905.1042275,23.4765625,1027.3253434868216,256,-2048,14336,50,-512,-252,0,0,0
1629888906.61639,23.5234375,1027.3253434868216,64,-2048,14528,25,-510,96,0,0,0
1629888908.1292007,23.53125,1027.3253434868216,8,-1856,15104,99,-463,36,0,0,0
1629888909.6419082,23.546875,1027.135707078824,0,-1920,14976,4,-384,-512,0,0,0
1629888911.1552603,23.5234375,1027.135707078824,-464,-1664,15360,286,-480,128,0,0,0
1629888912.6675184,23.5234375,1027.3253434868216,136,-1776,15040,10,32,16,0,0,0
1629888914.1801848,23.5390625,1027.135707078824,392,-2048,15200,52,290,272,0,0,0
1629888915.6916585,23.5,1027.3253434868216,64,-1920,15192,1,-248,28,0,0,0
1629888917.2051778,23.546875,1026.9460706708267,8,-1976,14984,14,128,32,0,0,0
1629888918.7175314,23.546875,1027.174383292055,0,-2048,14992,24,362,-432,0,0,0
1629888920.23015,23.5390625,1026.9460706708267,0,-1728,15104,16,320,0,0,0,0
1629888921.7426486,23.5390625,1027.174383292055,32,-2048,14344,64,96,-184,0,0,0
1629888923.2556648,23.5390625,1027.174383292055,32,-1984,15168,4,-444,172,0,0,0
1629888924.767444,23.5234375,1026.9847398539878,336,-2040,14432,65,0,0,0,0,0
1629888926.277121,23.515625,1027.135707078824,64,-3584,14944,-252,525,96,0,0,0
1629888927.7885408,23.53125,1027.174383292055,0,-2048,15040,230,-156,304,0,0,0
1629888929.2998908,23.546875,1027.174383292055,72,-2048,15104,8,0,-250,0,0,0
1629888930.8129427,23.546875,1026.9847398539878,272,-1840,14344,-238,-512,11,0,0,0
1629888932.324516,23.5390625,1027.174383292055,8,-1856,15016,0,-679,16,0,0,0
1629888933.8367205,23.5390625,1027.174383292055,8,-1728,15248,0,-510,132,0,0,0
1629888935.3496559,23.546875,1027.174383292055,160,-2016,15072,22,0,-192,0,0,0
